"","DEPARTMENT","WORK.GROUP","CREATION.YEAR","CREATION.MONTH","Number.Of.Cases","Number.Of.Open.Cases","Number.Of.Cases.Exceeding.Timeframe","Percent.Of.Cases.Exceeding.Timeframe","UniqueID","Mean.Days.To.Close.Of.Closed.Cases","Median.Days.To.Close.Closed.Cases","Standard.Deviation","Above.One.Standard.Deviation","Above.Two.Standard.Deviations","Above.Three.Standard.Deviations","Below.One.Standard.Deviation","Below.Two.Standard.Deviations","Below.Three.Standard.Deviations","Month.Year","Date.End.Month"
"4103","Parks and Rec","Parks and Rec-Planning and Design",2011,3,2,0,1,50,"Parks and Rec Parks and Rec-Planning and Design 2011 3",46,46,50.9116882454314,96.9116882454314,147.823376490863,198.735064736294,-4.91168824543142,-55.8233764908628,-106.735064736294,"2011.3","2011/03/31"
"4104","Parks and Rec","Parks and Rec-Planning and Design",2011,4,4,0,2,50,"Parks and Rec Parks and Rec-Planning and Design 2011 4",48.5,53,30.0388637157489,78.5388637157489,108.577727431498,138.616591147247,18.4611362842511,-11.5777274314977,-41.6165911472466,"2011.4","2011/04/30"
"4105","Parks and Rec","Parks and Rec-Planning and Design",2011,5,6,0,2,33.3333333333333,"Parks and Rec Parks and Rec-Planning and Design 2011 5",49,62.5,30.5417746701137,79.5417746701137,110.083549340227,140.625324010341,18.4582253298863,-12.0835493402274,-42.6253240103412,"2011.5","2011/05/31"
"4106","Parks and Rec","Parks and Rec-Planning and Design",2011,6,3,0,1,33.3333333333333,"Parks and Rec Parks and Rec-Planning and Design 2011 6",83.6666666666667,43,95.7148542982401,179.381520964907,275.096375263147,370.811229561387,-12.0481876315734,-107.763041929814,-203.477896228054,"2011.6","2011/06/30"
"4107","Parks and Rec","Parks and Rec-Planning and Design",2011,7,4,0,0,0,"Parks and Rec Parks and Rec-Planning and Design 2011 7",28.75,31.5,17.3084757657436,46.0584757657436,63.3669515314872,80.6754272972308,11.4415242342564,-5.86695153148719,-23.1754272972308,"2011.7","2011/07/31"
"4108","Parks and Rec","Parks and Rec-Planning and Design",2011,8,6,0,4,66.6666666666667,"Parks and Rec Parks and Rec-Planning and Design 2011 8",109.166666666667,89,71.0617102711908,180.228376937857,251.290087209048,322.351797480239,38.1049563954759,-32.9567538757149,-104.018464146906,"2011.8","2011/08/31"
"4109","Parks and Rec","Parks and Rec-Planning and Design",2011,9,8,0,3,37.5,"Parks and Rec Parks and Rec-Planning and Design 2011 9",47.625,52.5,29.5969955038876,77.2219955038876,106.818991007775,136.415986511663,18.0280044961124,-11.5689910077752,-41.1659865116628,"2011.9","2011/09/30"
"4110","Parks and Rec","Parks and Rec-Planning and Design",2011,10,5,0,3,60,"Parks and Rec Parks and Rec-Planning and Design 2011 10",53,84,47.116875957559,100.116875957559,147.233751915118,194.350627872677,5.88312404244101,-41.233751915118,-88.350627872677,"2011.10","2011/10/31"
"4111","Parks and Rec","Parks and Rec-Planning and Design",2011,11,4,0,0,0,"Parks and Rec Parks and Rec-Planning and Design 2011 11",27,27.5,24.3721152139079,51.3721152139079,75.7442304278158,100.116345641724,2.62788478609212,-21.7442304278158,-46.1163456417237,"2011.11","2011/11/30"
"4112","Parks and Rec","Parks and Rec-Planning and Design",2011,12,4,0,0,0,"Parks and Rec Parks and Rec-Planning and Design 2011 12",21.25,19,16.6608323121426,37.9108323121426,54.5716646242851,71.2324969364277,4.58916768785745,-12.0716646242851,-28.7324969364277,"2011.12","2011/12/31"
"4113","Parks and Rec","Parks and Rec-Planning and Design",2012,1,1,0,0,0,"Parks and Rec Parks and Rec-Planning and Design 2012 1",7,7,NA,NA,NA,NA,NA,NA,NA,"2012.1","2012/01/31"
"4114","Parks and Rec","Parks and Rec-Planning and Design",2012,2,1,0,0,0,"Parks and Rec Parks and Rec-Planning and Design 2012 2",1,1,NA,NA,NA,NA,NA,NA,NA,"2012.2","2012/02/29"
"4115","Parks and Rec","Parks and Rec-Planning and Design",2012,4,5,0,0,0,"Parks and Rec Parks and Rec-Planning and Design 2012 4",5.4,2,5.68330889535313,11.0833088953531,16.7666177907063,22.4499266860594,-0.283308895353128,-5.96661779070626,-11.6499266860594,"2012.4","2012/04/30"
"4116","Parks and Rec","Parks and Rec-Planning and Design",2012,5,5,0,0,0,"Parks and Rec Parks and Rec-Planning and Design 2012 5",19.4,3,24.6637385649459,44.0637385649459,68.7274771298918,93.3912156948377,-5.26373856494591,-29.9274771298918,-54.5912156948377,"2012.5","2012/05/31"
"4117","Parks and Rec","Parks and Rec-Planning and Design",2012,6,3,0,0,0,"Parks and Rec Parks and Rec-Planning and Design 2012 6",21.3333333333333,20,18.0369990112916,39.3703323446249,57.4073313559165,75.4443303672081,3.29633432204175,-14.7406646892498,-32.7776637005414,"2012.6","2012/06/30"
"4118","Parks and Rec","Parks and Rec-Planning and Design",2012,7,4,0,0,0,"Parks and Rec Parks and Rec-Planning and Design 2012 7",3.25,1.5,3.86221007541882,7.11221007541882,10.9744201508376,14.8366302262565,-0.612210075418822,-4.47442015083764,-8.33663022625647,"2012.7","2012/07/31"
"4119","Parks and Rec","Parks and Rec-Planning and Design",2012,8,2,0,1,50,"Parks and Rec Parks and Rec-Planning and Design 2012 8",119,119,166.877200360025,285.877200360025,452.75440072005,619.631601080076,-47.8772003600252,-214.75440072005,-381.631601080076,"2012.8","2012/08/31"
"4120","Parks and Rec","Parks and Rec-Planning and Design",2012,9,3,0,1,33.3333333333333,"Parks and Rec Parks and Rec-Planning and Design 2012 9",78,8,127.353837790622,205.353837790622,332.707675581244,460.061513371865,-49.3538377906218,-176.707675581244,-304.061513371865,"2012.9","2012/09/30"
"4121","Parks and Rec","Parks and Rec-Planning and Design",2012,10,5,0,4,80,"Parks and Rec Parks and Rec-Planning and Design 2012 10",151.8,184,79.4052894963554,231.205289496355,310.610578992711,390.015868489066,72.3947105036447,-7.01057899271069,-86.415868489066,"2012.10","2012/10/31"
"4122","Parks and Rec","Parks and Rec-Planning and Design",2012,11,3,0,3,100,"Parks and Rec Parks and Rec-Planning and Design 2012 11",150.666666666667,150,3.05505046330389,153.721717129971,156.776767593274,159.831818056578,147.611616203363,144.556565740059,141.501515276755,"2012.11","2012/11/30"
"4123","Parks and Rec","Parks and Rec-Planning and Design",2012,12,1,0,1,100,"Parks and Rec Parks and Rec-Planning and Design 2012 12",140,140,NA,NA,NA,NA,NA,NA,NA,"2012.12","2012/12/31"
"4124","Parks and Rec","Parks and Rec-Planning and Design",2013,1,3,0,3,100,"Parks and Rec Parks and Rec-Planning and Design 2013 1",126,116,24.576411454889,150.576411454889,175.152822909778,199.729234364667,101.423588545111,76.847177090222,52.2707656353329,"2013.1","2013/01/31"
"4125","Parks and Rec","Parks and Rec-Planning and Design",2013,3,2,0,2,100,"Parks and Rec Parks and Rec-Planning and Design 2013 3",185,185,131.521861300698,316.521861300698,448.043722601396,579.565583902094,53.4781386993021,-78.0437226013957,-209.565583902094,"2013.3","2013/03/31"
"4126","Parks and Rec","Parks and Rec-Planning and Design",2013,4,5,0,1,20,"Parks and Rec Parks and Rec-Planning and Design 2013 4",46.2,48,30.4171004535278,76.6171004535278,107.034200907056,137.451301360583,15.7828995464722,-14.6342009070556,-45.0513013605833,"2013.4","2013/04/30"
"4127","Parks and Rec","Parks and Rec-Planning and Design",2013,5,4,0,0,0,"Parks and Rec Parks and Rec-Planning and Design 2013 5",44.75,41.5,6.84957419601151,51.5995741960115,58.449148392023,65.2987225880345,37.9004258039885,31.050851607977,24.2012774119655,"2013.5","2013/05/31"
"4128","Parks and Rec","Parks and Rec-Planning and Design",2013,6,6,0,4,66.6666666666667,"Parks and Rec Parks and Rec-Planning and Design 2013 6",83.8333333333333,78.5,59.5765613867288,143.409894720062,202.986456106791,262.56301749352,24.2567719466045,-35.3197894401243,-94.8963508268531,"2013.6","2013/06/30"
"4129","Parks and Rec","Parks and Rec-Planning and Design",2013,7,6,0,3,50,"Parks and Rec Parks and Rec-Planning and Design 2013 7",85.1666666666667,76.5,49.8694963546522,135.036163021319,184.905659375971,234.775155730623,35.2971703120145,-14.5723260426377,-64.4418223972899,"2013.7","2013/07/31"
"4130","Parks and Rec","Parks and Rec-Planning and Design",2013,8,3,0,3,100,"Parks and Rec Parks and Rec-Planning and Design 2013 8",101.666666666667,106,13.0511813003013,114.717847966968,127.769029267269,140.82021056757,88.6154853663654,75.5643040660642,62.5131227657629,"2013.8","2013/08/31"
"4131","Parks and Rec","Parks and Rec-Planning and Design",2013,9,2,0,2,100,"Parks and Rec Parks and Rec-Planning and Design 2013 9",83.5,83.5,4.94974746830583,88.4497474683058,93.3994949366117,98.3492424049175,78.5502525316942,73.6005050633883,68.6507575950825,"2013.9","2013/09/30"
"4132","Parks and Rec","Parks and Rec-Planning and Design",2013,10,4,0,1,25,"Parks and Rec Parks and Rec-Planning and Design 2013 10",56,59,13.5400640077266,69.5400640077266,83.0801280154532,96.6201920231798,42.4599359922734,28.9198719845468,15.3798079768202,"2013.10","2013/10/31"
"4133","Parks and Rec","Parks and Rec-Planning and Design",2013,11,4,0,0,0,"Parks and Rec Parks and Rec-Planning and Design 2013 11",41.5,37,9.67815409397198,51.178154093972,60.856308187944,70.5344622819159,31.821845906028,22.143691812056,12.4655377180841,"2013.11","2013/11/30"
"4134","Parks and Rec","Parks and Rec-Planning and Design",2013,12,1,0,0,0,"Parks and Rec Parks and Rec-Planning and Design 2013 12",17,17,NA,NA,NA,NA,NA,NA,NA,"2013.12","2013/12/31"
"4135","Parks and Rec","Parks and Rec-Planning and Design",2014,1,2,0,0,0,"Parks and Rec Parks and Rec-Planning and Design 2014 1",46.5,46.5,7.77817459305202,54.278174593052,62.056349186104,69.8345237791561,38.721825406948,30.943650813896,23.1654762208439,"2014.1","2014/01/31"
"4136","Parks and Rec","Parks and Rec-Planning and Design",2014,2,3,0,1,33.3333333333333,"Parks and Rec Parks and Rec-Planning and Design 2014 2",36.6666666666667,20,39.7156560229506,76.3823226896173,116.097978712568,155.813634735518,-3.04898935628395,-42.7646453792346,-82.4803014021852,"2014.2","2014/02/28"
"4137","Parks and Rec","Parks and Rec-Planning and Design",2014,3,3,0,1,33.3333333333333,"Parks and Rec Parks and Rec-Planning and Design 2014 3",59,63,14.422205101856,73.422205101856,87.8444102037119,102.266615305568,44.577794898144,30.1555897962881,15.7333846944321,"2014.3","2014/03/31"
"4138","Parks and Rec","Parks and Rec-Planning and Design",2014,4,15,0,0,0,"Parks and Rec Parks and Rec-Planning and Design 2014 4",30.2666666666667,28,12.1212132034632,42.3878798701298,54.509093073593,66.6303062770561,18.1454534632035,6.02424025974036,-6.0969729437228,"2014.4","2014/04/30"
"4139","Parks and Rec","Parks and Rec-Planning and Design",2014,5,13,0,0,0,"Parks and Rec Parks and Rec-Planning and Design 2014 5",20.6153846153846,22,7.89027314206614,28.5056577574508,36.3959308995169,44.286204041583,12.7251114733185,4.83483833125234,-3.0554348108138,"2014.5","2014/05/31"
"4140","Parks and Rec","Parks and Rec-Planning and Design",2014,6,8,0,0,0,"Parks and Rec Parks and Rec-Planning and Design 2014 6",23.25,20,7.70435869213933,30.9543586921393,38.6587173842787,46.363076076418,15.5456413078607,7.84128261572134,0.136923923582007,"2014.6","2014/06/30"
"4141","Parks and Rec","Parks and Rec-Planning and Design",2014,7,10,0,0,0,"Parks and Rec Parks and Rec-Planning and Design 2014 7",23.9,22.5,12.4851022333731,36.3851022333731,48.8702044667462,61.3553067001193,11.4148977666269,-1.07020446674618,-13.5553067001193,"2014.7","2014/07/31"
"4142","Parks and Rec","Parks and Rec-Planning and Design",2014,8,11,0,0,0,"Parks and Rec Parks and Rec-Planning and Design 2014 8",30.1818181818182,35,18.1814090863067,48.3632272681249,66.5446363544316,84.7260454407383,12.0004090955115,-6.18099999079525,-24.362409077102,"2014.8","2014/08/31"
"4143","Parks and Rec","Parks and Rec-Planning and Design",2014,9,5,0,1,20,"Parks and Rec Parks and Rec-Planning and Design 2014 9",48.2,27,46.5800386431785,94.7800386431785,141.360077286357,187.940115929535,1.61996135682153,-44.9600772863569,-91.5401159295354,"2014.9","2014/09/30"
"4144","Parks and Rec","Parks and Rec-Planning and Design",2014,10,9,0,4,44.4444444444444,"Parks and Rec Parks and Rec-Planning and Design 2014 10",91.3333333333333,25,95.3388693031336,186.672202636467,282.011071939601,377.349941242734,-4.00553596980032,-99.344405272934,-194.683274576068,"2014.10","2014/10/31"
"4145","Parks and Rec","Parks and Rec-Planning and Design",2014,11,5,0,2,40,"Parks and Rec Parks and Rec-Planning and Design 2014 11",63.8,62,11.1669154201149,74.9669154201149,86.1338308402298,97.3007462603447,52.6330845798851,41.4661691597702,30.2992537396553,"2014.11","2014/11/30"
"4146","Parks and Rec","Parks and Rec-Planning and Design",2014,12,4,0,0,0,"Parks and Rec Parks and Rec-Planning and Design 2014 12",45.75,37,43.0842198490352,88.8342198490352,131.91843969807,175.002659547106,2.66578015096479,-40.4184396980704,-83.5026595471057,"2014.12","2014/12/31"
"4147","Parks and Rec","Parks and Rec-Planning and Design",2015,1,3,0,1,33.3333333333333,"Parks and Rec Parks and Rec-Planning and Design 2015 1",36.6666666666667,20,44.4109596083369,81.0776262750036,125.488585883341,169.899545491677,-7.74429294167026,-52.1552525500072,-96.5662121583441,"2015.1","2015/01/31"
"4148","Parks and Rec","Parks and Rec-Planning and Design",2015,2,6,0,3,50,"Parks and Rec Parks and Rec-Planning and Design 2015 2",29.3333333333333,19,37.6014184129624,66.9347517462957,104.536170159258,142.13758857222,-8.26808507962906,-45.8695034925914,-83.4709219055538,"2015.2","2015/02/28"
"4149","Parks and Rec","Parks and Rec-Planning and Design",2015,3,4,0,2,50,"Parks and Rec Parks and Rec-Planning and Design 2015 3",22.25,18.5,13.7446959466795,35.9946959466795,49.7393918933589,63.4840878400384,8.50530405332055,-5.23939189335891,-18.9840878400384,"2015.3","2015/03/31"
"4150","Parks and Rec","Parks and Rec-Planning and Design",2015,4,18,0,16,88.8888888888889,"Parks and Rec Parks and Rec-Planning and Design 2015 4",24.1666666666667,21.5,11.6581201188649,35.8247867855316,47.4829069043965,59.1410270232613,12.5085465478018,0.850426428936885,-10.807693689928,"2015.4","2015/04/30"
"4151","Parks and Rec","Parks and Rec-Planning and Design",2015,5,14,0,10,71.4285714285714,"Parks and Rec Parks and Rec-Planning and Design 2015 5",19.6428571428571,19.5,10.4189704412166,30.0618275840737,40.4807980252903,50.8997684665069,9.22388670164055,-1.19508373957604,-11.6140541807926,"2015.5","2015/05/31"
"4152","Parks and Rec","Parks and Rec-Planning and Design",2015,6,17,0,10,58.8235294117647,"Parks and Rec Parks and Rec-Planning and Design 2015 6",22.3529411764706,10,34.1502949776254,56.5032361540959,90.6535311317213,124.803826109347,-11.7973538011548,-45.9476487787801,-80.0979437564055,"2015.6","2015/06/30"
"4153","Parks and Rec","Parks and Rec-Planning and Design",2015,7,18,0,15,83.3333333333333,"Parks and Rec Parks and Rec-Planning and Design 2015 7",37.3888888888889,21.5,39.8218664272738,77.2107553161626,117.032621743436,156.85448817071,-2.43297753838488,-42.2548439656587,-82.0767103929324,"2015.7","2015/07/31"
"4154","Parks and Rec","Parks and Rec-Planning and Design",2015,8,12,0,10,83.3333333333333,"Parks and Rec Parks and Rec-Planning and Design 2015 8",54.25,43.5,31.4328288143579,85.6828288143579,117.115657628716,148.548486443074,22.8171711856421,-8.61565762871577,-40.0484864430736,"2015.8","2015/08/31"
"4155","Parks and Rec","Parks and Rec-Planning and Design",2015,9,6,0,5,83.3333333333333,"Parks and Rec Parks and Rec-Planning and Design 2015 9",48,61.5,29.7254100055828,77.7254100055828,107.450820011166,137.176230016748,18.2745899944172,-11.4508200111655,-41.1762300167483,"2015.9","2015/09/30"
"4156","Parks and Rec","Parks and Rec-Planning and Design",2015,10,17,0,13,76.4705882352941,"Parks and Rec Parks and Rec-Planning and Design 2015 10",36.5294117647059,47,21.2017618579766,57.7311736226825,78.9329354806592,100.134697338636,15.3276499067292,-5.87411195124739,-27.075873809224,"2015.10","2015/10/31"
"4157","Parks and Rec","Parks and Rec-Planning and Design",2015,11,5,0,4,80,"Parks and Rec Parks and Rec-Planning and Design 2015 11",17,14,8.24621125123532,25.2462112512353,33.4924225024706,41.738633753706,8.75378874876468,0.507577497529358,-7.73863375370596,"2015.11","2015/11/30"
"4158","Parks and Rec","Parks and Rec-Planning and Design",2015,12,3,0,1,33.3333333333333,"Parks and Rec Parks and Rec-Planning and Design 2015 12",3.66666666666667,4,3.51188458428425,7.17855125095091,10.6904358352352,14.2023204195194,0.15478208238242,-3.35710250190183,-6.86898708618607,"2015.12","2015/12/31"
"4159","Parks and Rec","Parks and Rec-South Region-",2007,1,2,0,1,50,"Parks and Rec Parks and Rec-South Region- 2007 1",23,23,21.2132034355964,44.2132034355964,65.4264068711929,86.6396103067893,1.78679656440357,-19.4264068711929,-40.6396103067893,"2007.1","2007/01/31"
"4160","Parks and Rec","Parks and Rec-South Region-",2007,3,3,0,0,0,"Parks and Rec Parks and Rec-South Region- 2007 3",7.66666666666667,5,4.61880215351701,12.2854688201837,16.9042709737007,21.5230731272177,3.04786451314966,-1.57093764036735,-6.18973979388435,"2007.3","2007/03/31"
"4161","Parks and Rec","Parks and Rec-South Region-",2007,4,2,0,2,100,"Parks and Rec Parks and Rec-South Region- 2007 4",39.5,39.5,4.94974746830583,44.4497474683058,49.3994949366117,54.3492424049175,34.5502525316942,29.6005050633883,24.6507575950825,"2007.4","2007/04/30"
"4162","Parks and Rec","Parks and Rec-South Region-",2007,5,12,0,1,8.33333333333333,"Parks and Rec Parks and Rec-South Region- 2007 5",5.58333333333333,3,7.73960691195071,13.322940245284,21.0625471572347,28.8021540691855,-2.15627357861737,-9.89588049056808,-17.6354874025188,"2007.5","2007/05/31"
"4163","Parks and Rec","Parks and Rec-South Region-",2007,6,11,0,0,0,"Parks and Rec Parks and Rec-South Region- 2007 6",8,3,9.37016542009798,17.370165420098,26.740330840196,36.1104962602939,-1.37016542009798,-10.740330840196,-20.1104962602939,"2007.6","2007/06/30"
"4164","Parks and Rec","Parks and Rec-South Region-",2007,7,8,0,0,0,"Parks and Rec Parks and Rec-South Region- 2007 7",1.5,0.5,2.26778683805536,3.76778683805536,6.03557367611073,8.30336051416609,-0.767786838055363,-3.03557367611073,-5.30336051416609,"2007.7","2007/07/31"
"4165","Parks and Rec","Parks and Rec-South Region-",2007,8,5,0,2,40,"Parks and Rec Parks and Rec-South Region- 2007 8",19.6,4,24.1722981944208,43.7722981944208,67.9445963888416,92.1168945832625,-4.57229819442082,-28.7445963888416,-52.9168945832625,"2007.8","2007/08/31"
"4166","Parks and Rec","Parks and Rec-South Region-",2007,10,6,0,2,33.3333333333333,"Parks and Rec Parks and Rec-South Region- 2007 10",13.5,8.5,12.8802173894698,26.3802173894698,39.2604347789396,52.1406521684094,0.619782610530208,-12.2604347789396,-25.1406521684094,"2007.10","2007/10/31"
"4167","Parks and Rec","Parks and Rec-South Region-",2007,11,8,0,1,12.5,"Parks and Rec Parks and Rec-South Region- 2007 11",7.625,5,10.0560926805594,17.6810926805594,27.7371853611188,37.7932780416781,-2.43109268055938,-12.4871853611188,-22.5432780416781,"2007.11","2007/11/30"
"4168","Parks and Rec","Parks and Rec-South Region-",2007,12,4,0,1,25,"Parks and Rec Parks and Rec-South Region- 2007 12",174,18.5,313.3379432285,487.3379432285,800.675886457,1114.0138296855,-139.3379432285,-452.675886457,-766.0138296855,"2007.12","2007/12/31"
"4169","Parks and Rec","Parks and Rec-South Region-",2008,1,10,0,0,0,"Parks and Rec Parks and Rec-South Region- 2008 1",3.8,3.5,3.48966728754731,7.28966728754731,10.7793345750946,14.2690018626419,0.310332712452694,-3.17933457509461,-6.66900186264192,"2008.1","2008/01/31"
"4170","Parks and Rec","Parks and Rec-South Region-",2008,2,5,0,0,0,"Parks and Rec Parks and Rec-South Region- 2008 2",5.4,3,6.10737259384099,11.507372593841,17.614745187682,23.722117781523,-0.707372593840988,-6.81474518768198,-12.922117781523,"2008.2","2008/02/29"
"4171","Parks and Rec","Parks and Rec-South Region-",2008,3,8,0,0,0,"Parks and Rec Parks and Rec-South Region- 2008 3",7.75,7,3.32737562824346,11.0773756282435,14.4047512564869,17.7321268847304,4.42262437175654,1.09524874351308,-2.23212688473038,"2008.3","2008/03/31"
"4172","Parks and Rec","Parks and Rec-South Region-",2008,4,14,0,2,14.2857142857143,"Parks and Rec Parks and Rec-South Region- 2008 4",13.4285714285714,9.5,12.6959368770805,26.124508305652,38.8204451827325,51.516382059813,0.732634551490904,-11.9633023255896,-24.6592392026701,"2008.4","2008/04/30"
"4173","Parks and Rec","Parks and Rec-South Region-",2008,5,24,0,2,8.33333333333333,"Parks and Rec Parks and Rec-South Region- 2008 5",10.9166666666667,5,21.3824728440734,32.2991395107401,53.6816123548135,75.0640851988869,-10.4658061774067,-31.8482790214801,-53.2307518655535,"2008.5","2008/05/31"
"4174","Parks and Rec","Parks and Rec-South Region-",2008,6,22,0,1,4.54545454545455,"Parks and Rec Parks and Rec-South Region- 2008 6",8.13636363636364,6,9.48831589525446,17.6246795316181,27.1129954268726,36.601311322127,-1.35195225889083,-10.8402681541453,-20.3285840493998,"2008.6","2008/06/30"
"4175","Parks and Rec","Parks and Rec-South Region-",2008,7,17,0,0,0,"Parks and Rec Parks and Rec-South Region- 2008 7",6.64705882352941,5,6.50904348263426,13.1561023061637,19.6651457887979,26.1741892714322,0.138015340895152,-6.37102814173911,-12.8800716243734,"2008.7","2008/07/31"
"4176","Parks and Rec","Parks and Rec-South Region-",2008,8,24,0,1,4.16666666666667,"Parks and Rec Parks and Rec-South Region- 2008 8",4,2,6.17146307788835,10.1714630778883,16.3429261557767,22.514389233665,-2.17146307788835,-8.3429261557767,-14.514389233665,"2008.8","2008/08/31"
"4177","Parks and Rec","Parks and Rec-South Region-",2008,9,8,0,1,12.5,"Parks and Rec Parks and Rec-South Region- 2008 9",20.25,2.5,42.1891997012099,62.4391997012099,104.62839940242,146.81759910363,-21.9391997012099,-64.1283994024198,-106.31759910363,"2008.9","2008/09/30"
"4178","Parks and Rec","Parks and Rec-South Region-",2008,10,9,0,0,0,"Parks and Rec Parks and Rec-South Region- 2008 10",4.55555555555556,4,4.74634362196605,9.3018991775216,14.0482427994876,18.7945864214537,-0.190788066410492,-4.93713168837654,-9.68347531034259,"2008.10","2008/10/31"
"4179","Parks and Rec","Parks and Rec-South Region-",2008,11,2,0,0,0,"Parks and Rec Parks and Rec-South Region- 2008 11",4.5,4.5,6.36396103067893,10.8639610306789,17.2279220613579,23.5918830920368,-1.86396103067893,-8.22792206135786,-14.5918830920368,"2008.11","2008/11/30"
"4180","Parks and Rec","Parks and Rec-South Region-",2009,1,3,0,0,0,"Parks and Rec Parks and Rec-South Region- 2009 1",4.33333333333333,4,2.51661147842358,6.84994481175692,9.3665562901805,11.8831677686041,1.81672185490975,-0.699889623513833,-3.21650110193742,"2009.1","2009/01/31"
"4181","Parks and Rec","Parks and Rec-South Region-",2009,2,4,0,0,0,"Parks and Rec Parks and Rec-South Region- 2009 2",2.25,1,3.20156211871642,5.45156211871642,8.65312423743285,11.8546863561493,-0.951562118716424,-4.15312423743285,-7.35468635614927,"2009.2","2009/02/28"
"4182","Parks and Rec","Parks and Rec-South Region-",2009,3,3,0,1,33.3333333333333,"Parks and Rec Parks and Rec-South Region- 2009 3",15,2,24.2693221990232,39.2693221990232,63.5386443980464,87.8079665970696,-9.26932219902319,-33.5386443980464,-57.8079665970696,"2009.3","2009/03/31"
"4183","Parks and Rec","Parks and Rec-South Region-",2009,4,9,0,0,0,"Parks and Rec Parks and Rec-South Region- 2009 4",3.77777777777778,2,4.05517502019881,7.83295279797659,11.8881278181754,15.9433028383742,-0.277397242421035,-4.33257226261985,-8.38774728281866,"2009.4","2009/04/30"
"4184","Parks and Rec","Parks and Rec-South Region-",2009,5,20,0,5,25,"Parks and Rec Parks and Rec-South Region- 2009 5",36.5,7,73.006488536438,109.506488536438,182.512977072876,255.519465609314,-36.506488536438,-109.512977072876,-182.519465609314,"2009.5","2009/05/31"
"4185","Parks and Rec","Parks and Rec-South Region-",2009,6,18,0,1,5.55555555555556,"Parks and Rec Parks and Rec-South Region- 2009 6",6.77777777777778,2,14.8464911899612,21.624268967739,36.4707601577001,51.3172513476613,-8.0687134121834,-22.9152046021446,-37.7616957921057,"2009.6","2009/06/30"
"4186","Parks and Rec","Parks and Rec-South Region-",2009,7,19,0,1,5.26315789473684,"Parks and Rec Parks and Rec-South Region- 2009 7",12,6,21.013223349966,33.013223349966,54.026446699932,75.0396700498979,-9.01322334996598,-30.026446699932,-51.0396700498979,"2009.7","2009/07/31"
"4187","Parks and Rec","Parks and Rec-South Region-",2009,8,17,0,0,0,"Parks and Rec Parks and Rec-South Region- 2009 8",6.05882352941176,5,6.08759587435071,12.1464194037625,18.2340152781132,24.3216111524639,-0.0287723449389423,-6.11636821928965,-12.2039640936404,"2009.8","2009/08/31"
"4188","Parks and Rec","Parks and Rec-South Region-",2009,9,10,0,0,0,"Parks and Rec Parks and Rec-South Region- 2009 9",14,9.5,14.3527000944073,28.3527000944073,42.7054001888147,57.058100283222,-0.352700094407323,-14.7054001888146,-29.058100283222,"2009.9","2009/09/30"
"4189","Parks and Rec","Parks and Rec-South Region-",2009,10,6,0,0,0,"Parks and Rec Parks and Rec-South Region- 2009 10",13.5,12.5,12.0457461371224,25.5457461371224,37.5914922742449,49.6372384113673,1.45425386287757,-10.5914922742449,-22.6372384113673,"2009.10","2009/10/31"
"4190","Parks and Rec","Parks and Rec-South Region-",2009,11,9,0,0,0,"Parks and Rec Parks and Rec-South Region- 2009 11",5.11111111111111,4,6.13278983099137,11.2439009421025,17.3766907730938,23.5094806040852,-1.02167871988026,-7.15446855087162,-13.287258381863,"2009.11","2009/11/30"
"4191","Parks and Rec","Parks and Rec-South Region-",2009,12,2,0,2,100,"Parks and Rec Parks and Rec-South Region- 2009 12",44.5,44.5,0.707106781186548,45.2071067811865,45.9142135623731,46.6213203435596,43.7928932188135,43.0857864376269,42.3786796564404,"2009.12","2009/12/31"
"4192","Parks and Rec","Parks and Rec-South Region-",2010,1,3,0,0,0,"Parks and Rec Parks and Rec-South Region- 2010 1",7,7,1,8,9,10,6,5,4,"2010.1","2010/01/31"
"4193","Parks and Rec","Parks and Rec-South Region-",2010,2,1,0,0,0,"Parks and Rec Parks and Rec-South Region- 2010 2",0,0,NA,NA,NA,NA,NA,NA,NA,"2010.2","2010/02/28"
"4194","Parks and Rec","Parks and Rec-South Region-",2010,3,8,0,1,12.5,"Parks and Rec Parks and Rec-South Region- 2010 3",15.125,8,16.7625219718616,31.8875219718616,48.6500439437232,65.4125659155848,-1.6375219718616,-18.4000439437232,-35.1625659155848,"2010.3","2010/03/31"
"4195","Parks and Rec","Parks and Rec-South Region-",2010,4,18,0,2,11.1111111111111,"Parks and Rec Parks and Rec-South Region- 2010 4",14.6111111111111,6.5,23.5350524284621,38.1461635395732,61.6812159680352,85.2162683964973,-8.92394131735094,-32.458993745813,-55.994046174275,"2010.4","2010/04/30"
"4196","Parks and Rec","Parks and Rec-South Region-",2010,5,16,0,4,25,"Parks and Rec Parks and Rec-South Region- 2010 5",10.1875,7.5,8.59626857033523,18.7837685703352,27.3800371406705,35.9763057110057,1.59123142966477,-7.00503714067046,-15.6013057110057,"2010.5","2010/05/31"
"4197","Parks and Rec","Parks and Rec-South Region-",2010,6,25,0,6,24,"Parks and Rec Parks and Rec-South Region- 2010 6",7.76,4,10.248089252799,18.008089252799,28.2561785055979,38.5042677583969,-2.48808925279895,-12.7361785055979,-22.9842677583969,"2010.6","2010/06/30"
